a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
0B 3B C4 26 B4 DA 8F 30 0576 1B0C 6.761719 6.761719 0.000000
B3 7C FD B2 1A FF D6 C1 00FA 0C5C 3.089844 3.089844 0.000000
39 84 49 A9 46 B2 12 23 041C 32B7 12.678711 12.678711 0.000000
8C AE C7 ED 4C 06 F4 B9 0614 E9A9 -5.584961 -5.584961 0.000000
93 64 FE 05 2F 1A A2 B1 FD45 F29B -3.348633 -3.348633 0.000000
69 EE 4B 4C 14 65 5D EB F94A 0F67 3.850586 3.850586 0.000000
8D A7 35 5E 4F 71 18 A3 FCF0 94FC -26.753906 -26.753906 0.000000
9D 0C 7B 7F 30 A0 9A C6 FCFE 9826 -25.962891 -25.962891 0.000000
D9 5A 77 83 5D 0D 24 B7 F9A3 246B 9.104492 9.104492 0.000000
1A 8A 7A A5 E2 BB E3 0E 05CB 0FC1 3.938477 3.938477 0.000000
6C 5D 08 11 19 91 24 20 F8A5 DE1E -8.470703 -8.470703 0.000000
E7 C3 2B 3D 1F BC 8E 8A FA9A D883 -9.872070 -9.872070 0.000000
C8 0D 03 9F 3B 8D BE 35 FD7C D5E2 -10.529297 -10.529297 0.000000
ED 3D 09 D5 0D E3 50 C1 03F7 097C 2.371094 2.371094 0.000000
09 AD F3 5B 99 84 9D 2E FE41 3837 14.053711 14.053711 0.000000
D9 98 10 92 E3 D8 8B DF FCD7 1860 6.093750 6.093750 0.000000
A8 53 63 65 62 00 B2 39 00D1 D774 -10.136719 -10.136719 0.000000
1E F6 C0 08 F5 31 20 F1 FC43 F097 -3.852539 -3.852539 0.000000
14 E1 DE 6B 04 4D FB 94 0390 CE13 -12.481445 -12.481445 0.000000
4D F5 11 AD 96 1B 9E 10 FEC8 D20B -11.489258 -11.489258 0.000000
2C BE 73 69 21 65 A5 C5 FF88 AA16 -21.478516 -21.478516 0.000000
F0 2A 04 E5 B2 17 E7 06 0130 08D0 2.203125 2.203125 0.000000
2F D4 D7 55 AF 81 DD 17 FA7A 0EAD 3.668945 3.668945 0.000000
F4 F6 DD 0D 39 50 E1 EA 0176 FEC9 -0.303711 -0.303711 0.000000
5D B2 8A 7C 3D AB 36 82 FEEB D90E -9.736328 -9.736328 0.000000
8C 7B A8 32 34 2D 1F A3 05DB E718 -6.226562 -6.226562 0.000000
E8 26 6C AF 94 BA 0E 30 FEF4 F568 -2.648438 -2.648438 0.000000
39 CF 03 E0 B2 0F 06 1A 031D EBB2 -5.076172 -5.076172 0.000000
38 09 9B A2 D4 B5 92 23 0423 166C 5.605469 5.605469 0.000000
12 56 BE A3 B4 0C 12 3F 06EB EA14 -5.480469 -5.480469 0.000000
E7 E1 87 EF 38 3E 77 1E 008F B958 -17.664062 -17.664062 0.000000
52 41 97 8C 44 D0 1E EA 00D2 0814 2.019531 2.019531 0.000000
41 D4 9F 3E A3 67 89 F8 0678 084E 2.076172 2.076172 0.000000
84 8B 01 ED A9 74 8E CE 07A7 000B 0.010742 0.010742 0.000000
70 79 0E 09 F6 40 14 4C FFC8 1D6C 7.355469 7.355469 0.000000
7F 90 7D C8 DE AC 94 18 FD5A D740 -10.187500 -10.187500 0.000000
48 FD 4D D7 51 95 D2 25 054F 0995 2.395508 2.395508 0.000000
D2 58 19 A7 FA C7 6E 11 0715 F966 -1.650391 -1.650391 0.000000
FF 60 00 BD 0D 6C C8 6D 002A 0C16 3.021484 3.021484 0.000000
D8 41 E8 F2 13 D0 FD BF 04CE F97C -1.628906 -1.628906 0.000000
A8 FA 34 A2 14 2E 7B F2 F974 0FA0 3.906250 3.906250 0.000000
29 E9 7D 8C E1 57 E2 A6 01B9 0F13 3.768555 3.768555 0.000000
33 D7 0C AC C7 9B 23 4E FD9F EA7D -5.377930 -5.377930 0.000000
1E 7F 3D 9E 00 FE 1A 6B FFAD DBEB -9.020508 -9.020508 0.000000
E5 03 16 31 BB 3D EC 57 F834 0F21 3.782227 3.782227 0.000000
35 BE 5E DC 89 D3 2A 75 0796 F985 -1.620117 -1.620117 0.000000
44 05 BC 15 33 C6 29 F1 037F 03CA 0.947266 0.947266 0.000000
73 87 71 28 09 F0 75 A7 FE27 2F7F 11.874023 11.874023 0.000000
83 18 94 6F C7 AD 13 3D FB76 21F2 8.486328 8.486328 0.000000
8F DD 41 CD 3C 98 3A 77 FA22 E4E3 -6.778320 -6.778320 0.000000
F4 28 05 2A B6 00 D2 56 0022 10D0 4.203125 4.203125 0.000000
C1 3B 5E 68 D8 ED 09 8B 02AC DBE9 -9.022461 -9.022461 0.000000
32 C6 61 E2 B1 30 02 EF 0688 EEFA -4.255859 -4.255859 0.000000
C7 F1 64 CA 6F 08 3A F5 FDBB FD86 -0.619141 -0.619141 0.000000
5F 24 6A CB 2C 85 BB D0 FDEC EA52 -5.419922 -5.419922 0.000000
8C B4 91 83 AE 4A AA 5A 0047 08CF 2.202148 2.202148 0.000000
DE 96 5E D8 E3 0C 68 40 FC24 1736 5.802734 5.802734 0.000000
BF 79 DD AF 61 A7 24 7F FB53 8B86 -29.119141 -29.119141 0.000000
97 BF E7 50 EA 3E 13 40 FC2C 0799 1.899414 1.899414 0.000000
14 01 5F D6 F2 E2 DA 26 0457 EECB -4.301758 -4.301758 0.000000
D5 96 F9 03 B4 FC 37 8D FE33 09C5 2.442383 2.442383 0.000000
4E CC F8 02 E0 9B 39 F2 0444 0D24 3.285156 3.285156 0.000000
7B 25 17 75 D0 DB E4 31 05C8 FD40 -0.687500 -0.687500 0.000000
C3 43 79 C2 37 AB B1 C4 FCEC C2C3 -15.309570 -15.309570 0.000000
2A 27 90 3D 82 F8 09 41 0411 F9BA -1.568359 -1.568359 0.000000
AB F8 83 1B 31 4B 14 38 F871 E1F8 -7.507812 -7.507812 0.000000
9A CB C6 60 B8 6A CE 12 FA28 12FA 4.744141 4.744141 0.000000
84 26 92 4E 82 8E AC 9E 032E 3586 13.380859 13.380859 0.000000
D2 5D 5E 9A 56 98 65 C2 FA25 02B3 0.674805 0.674805 0.000000
CD 5E B3 15 B8 63 8B 06 0722 5D83 23.377930 23.377930 0.000000
02 23 24 24 6A 72 AB 01 F9BA FE54 -0.417969 -0.417969 0.000000
A3 C5 B2 6B 4F 18 B5 BD FABA D358 -11.164062 -11.164062 0.000000
91 CA 3A 2E 68 A5 5B DE FDBF F25B -3.411133 -3.411133 0.000000
71 F5 1E BD 31 4D 53 C5 FAEF 266C 9.605469 9.605469 0.000000
63 35 76 49 97 FA A8 C6 FB50 985D -25.909180 -25.909180 0.000000
9B F5 23 8F 33 5A 51 58 00F4 CD32 -12.701172 -12.701172 0.000000
B2 DE A9 4B A0 D5 58 83 04A3 E512 -6.732422 -6.732422 0.000000
2A AA A3 4A BD E6 BF A1 FAA3 F488 -2.867188 -2.867188 0.000000
8A E5 0F 35 CE DA 6C D1 06C4 1E6B 7.604492 7.604492 0.000000
6C 20 E4 97 E0 0C D9 3C FF0D DEB5 -8.323242 -8.323242 0.000000
5E B7 4D B5 50 4F 64 AB FE77 3C4B 15.073242 15.073242 0.000000
39 F7 4A 5F 30 BB 64 6D FF27 519F 20.405273 20.405273 0.000000
72 1D A4 DA 17 9A 12 9D F8AD FF97 -0.102539 -0.102539 0.000000
AA 0D 58 1B B8 6E 3E 1E 0592 3BD2 14.955078 14.955078 0.000000
36 F4 8C E9 E8 60 12 FB FB66 EA21 -5.467773 -5.467773 0.000000
15 C6 85 7D 69 CA A3 06 00DA 4550 17.328125 17.328125 0.000000
7B 9B 33 46 6E 62 00 9D 03CC F6EA -2.271484 -2.271484 0.000000
69 20 42 B0 17 77 B5 88 045F 2ED8 11.710938 11.710938 0.000000
7A 4C FE F7 C5 52 E5 51 064D FFE4 -0.027344 -0.027344 0.000000
1E 60 CA 47 C3 39 75 27 0052 00AF 0.170898 0.170898 0.000000
2F 4B DA BA 9E 29 6E FE FDC8 E805 -5.995117 -5.995117 0.000000
AB EC 48 75 C6 CE D1 6F FBB6 3863 14.096680 14.096680 0.000000
B0 AE 76 29 C1 A1 81 14 FED0 F998 -1.601562 -1.601562 0.000000
65 27 0C 52 78 81 E7 F4 0190 188B 6.135742 6.135742 0.000000
6C 26 EE 30 F6 E4 51 35 F8E6 F4C4 -2.808594 -2.808594 0.000000
84 6E AF 7F 72 DF C1 28 FDE8 E049 -7.928711 -7.928711 0.000000
B8 DB 3E F7 E8 D5 4F C3 034D 258B 9.385742 9.385742 0.000000
01 60 2C 17 1C 2B EF 61 FDBA 13C1 4.938477 4.938477 0.000000
CA E3 85 14 D5 51 49 52 FA17 DD51 -8.670898 -8.670898 0.000000
8E 90 27 0F AA 67 68 C8 FE23 03EF 0.983398 0.983398 0.000000
5E 1A B7 34 25 B6 DD DE FEDA 07FF 1.999023 1.999023 0.000000
FD AE EF 81 4A B5 8B D8 0136 33FB 12.995117 12.995117 0.000000
C8 36 6C 8F C1 E9 89 60 03F3 B04D -19.924805 -19.924805 0.000000
78 2B 53 0C 73 01 7D AA 05AE 6040 24.062500 24.062500 0.000000
44 15 B7 18 89 76 BC 9D FDBE F1EC -3.519531 -3.519531 0.000000
A1 C0 F0 EA FB CA AB E5 F80C 0F09 3.758789 3.758789 0.000000
78 82 08 DC 6F D8 98 C9 0139 4D6D 19.356445 19.356445 0.000000
55 03 00 77 F5 42 00 B2 0781 E05E -7.908203 -7.908203 0.000000
E6 00 8A 58 C0 00 C0 FD 04C4 27BC 9.933594 9.933594 0.000000
A9 DE 37 9D 00 65 48 A6 079B 2C77 11.116211 11.116211 0.000000
49 D6 79 D0 53 5F 0D 5B FD80 FAAA -1.333984 -1.333984 0.000000
FA 2C 8E F5 CE 43 08 DB 0628 10DF 4.217773 4.217773 0.000000
08 1B 86 51 5F 95 8B F1 FEBB 296D 10.356445 10.356445 0.000000
3F 27 37 F6 5D 0F 43 C4 04CB 2EB4 11.675781 11.675781 0.000000
0D 10 D0 AC CC CC DE CC 0653 17DF 5.967773 5.967773 0.000000
88 68 89 54 3A 6D DA 36 FB3A 2FB4 11.925781 11.925781 0.000000
60 8D E1 59 B5 5B 18 88 0175 8FD4 -28.042969 -28.042969 0.000000
A7 E2 42 53 33 76 26 E8 FE23 E098 -7.851562 -7.851562 0.000000
59 12 30 85 23 53 0F ED 0318 210A 8.259766 8.259766 0.000000
D0 92 98 77 A1 D3 58 6E FA7B 2F03 11.752930 11.752930 0.000000
EC 0A 0E 94 6B E4 82 17 FABA E0AE -7.830078 -7.830078 0.000000
AE A1 36 F1 32 09 04 38 F8BE E2F3 -7.262695 -7.262695 0.000000
88 5F BC B1 6E A6 E7 35 03DD A530 -22.703125 -22.703125 0.000000
18 EF 48 B5 2A 00 5C D3 FB28 2627 9.538086 9.538086 0.000000
75 BD 7B 51 25 66 B4 5B 0547 F3C5 -3.057617 -3.057617 0.000000
31 95 4C 11 CE C5 93 73 FAAC F10A -3.740234 -3.740234 0.000000
E2 65 3B A6 13 59 E8 2E F9E0 050F 1.264648 1.264648 0.000000
4A 7C BB 4A 77 22 08 B6 FBED 173F 5.811523 5.811523 0.000000
29 C8 4B 3C 53 AA 08 0C FBCA 210D 8.262695 8.262695 0.000000
32 5B 97 BE C0 30 3E 0A FF10 E79E -6.095703 -6.095703 0.000000
A3 D2 5D 34 76 69 B2 3F FAC3 AD7D -20.627930 -20.627930 0.000000
81 E5 AA 88 D4 36 F8 25 FD7B FEF5 -0.260742 -0.260742 0.000000
0B 6D E6 E9 33 B2 9C 0D 06DA F0D2 -3.794922 -3.794922 0.000000
8D 43 D6 57 0E BA 95 24 FCE0 020E 0.513672 0.513672 0.000000
AE 22 09 B4 94 81 5B CB 0783 2C2C 11.042969 11.042969 0.000000
EE 89 97 86 2B 21 DD CD 0761 1BAD 6.918945 6.918945 0.000000
44 C5 1D 6D 26 E5 3D 03 FBF3 1474 5.113281 5.113281 0.000000
71 1B 1B 68 45 28 CB 0E 044D 2713 9.768555 9.768555 0.000000
3D B4 8C 96 A2 9E C9 B6 FCE3 3B25 14.786133 14.786133 0.000000
B6 A2 C1 15 CC 32 EF 08 01E6 0369 0.852539 0.852539 0.000000
09 E3 C7 B8 A5 7E E7 BA 036F 0B37 2.803711 2.803711 0.000000
21 5D DD 63 05 44 E0 16 0349 2984 10.378906 10.378906 0.000000
D4 00 41 71 96 D8 A3 5B FDCB 2091 8.141602 8.141602 0.000000
3E 93 7E 1B FE A8 08 64 FA81 2DF9 11.493164 11.493164 0.000000
64 E9 66 E8 90 A3 38 40 00AA ED95 -4.604492 -4.604492 0.000000
13 41 00 66 24 66 95 03 F915 16D9 5.711914 5.711914 0.000000
91 6B ED 55 5E B6 A0 0A FB56 BE18 -16.476562 -16.476562 0.000000
0D 5F B2 EF 88 B9 9B E5 F881 F8A1 -1.842773 -1.842773 0.000000
A0 10 03 6A 74 46 10 DC 07F8 D220 -11.468750 -11.468750 0.000000
02 45 E8 36 4B B0 CF 4A 0627 0561 1.344727 1.344727 0.000000
55 CF 46 0B 1B 1C 55 53 FF4F 1DB9 7.430664 7.430664 0.000000
68 BD 28 F8 61 0B 96 EE 02EC 1773 5.862305 5.862305 0.000000
58 04 72 B2 4C EC 3D A2 FB0D 4CAB 19.166992 19.166992 0.000000
0A 2C AA FA 28 C9 52 C5 04E6 E2D8 -7.289062 -7.289062 0.000000
C5 59 3B 81 15 41 78 7F FCEA EB53 -5.168945 -5.168945 0.000000
B4 58 2D DB AF C8 2A 00 F82B 0459 1.086914 1.086914 0.000000
33 DE B6 D2 3E 92 61 07 FB84 F92E -1.705078 -1.705078 0.000000
29 C1 3A 2A 18 68 DD AC 01CB D655 -10.416992 -10.416992 0.000000
B1 8C 08 1F 52 8C 68 D3 0401 1D10 7.265625 7.265625 0.000000
43 7A DA 4B B5 A2 6D 61 0457 D027 -11.961914 -11.961914 0.000000
EA 51 D4 BF B9 3E 25 0C 0194 11E4 4.472656 4.472656 0.000000
14 B0 65 A6 0E 03 0D C9 F891 1130 4.296875 4.296875 0.000000
48 F5 3E AA F2 E6 0F 90 0608 2C78 11.117188 11.117188 0.000000
B0 14 DD 23 C3 84 B7 02 0029 13CA 4.947266 4.947266 0.000000
F5 39 94 FC F4 A0 85 77 0029 1D55 7.333008 7.333008 0.000000
27 CF 4F 37 B7 CA AD 38 FE30 EFD2 -4.044922 -4.044922 0.000000
72 66 73 3E 90 A3 5C 3C FBB6 DCA4 -8.839844 -8.839844 0.000000
DD FB C7 DF CA 21 A3 46 FBB7 0E23 3.534180 3.534180 0.000000
A2 3A B8 B8 23 76 9A 6A FC8E 0950 2.328125 2.328125 0.000000
39 66 57 A4 11 4D 07 30 0488 1820 6.031250 6.031250 0.000000
96 B4 35 A5 22 98 DE ED 03D5 1458 5.085938 5.085938 0.000000
7E D3 2A 46 5C 0A AB E0 032B 17FF 5.999023 5.999023 0.000000
4C CF 0B 78 A9 11 6C 91 FFD0 B357 -19.165039 -19.165039 0.000000
F5 64 74 9E 26 57 9D 37 FAEA D95A -9.662109 -9.662109 0.000000
1E E1 FA 22 C8 4A C3 FB 0613 F751 -2.170898 -2.170898 0.000000
07 01 59 0D 10 BA 8B 43 FDF1 D8D5 -9.791992 -9.791992 0.000000
6C F8 1B B4 FD 74 6A 43 F8CC EB32 -5.201172 -5.201172 0.000000
A1 D0 5A AE 64 68 BE D2 FE64 BD50 -16.671875 -16.671875 0.000000
2F 8D 04 CF FD A2 9D 1C 078E 2A53 10.581055 10.581055 0.000000
CD 53 7C 74 91 B9 78 C8 FDBB 1D93 7.393555 7.393555 0.000000
35 EA A3 71 76 7C 0B B0 FCCF E346 -7.181641 -7.181641 0.000000
00 09 F1 F2 4D 18 FF 66 FA06 F559 -2.663086 -2.663086 0.000000
EB FD A9 05 2E F0 E6 E2 F81D FCC7 -0.805664 -0.805664 0.000000
FB 0A 87 26 77 BA ED 19 FD37 04D9 1.211914 1.211914 0.000000
2D 6D 3A D0 89 C7 ED 1C FC21 C563 -14.653320 -14.653320 0.000000
69 3B 53 66 9B 31 BD 8F FE56 9D75 -24.635742 -24.635742 0.000000
C7 9E BA AA 12 24 94 34 FC39 F67F -2.375977 -2.375977 0.000000
78 74 F9 65 8D 56 DB 21 0086 FF9E -0.095703 -0.095703 0.000000
F3 B6 9C CB F6 C0 E8 04 0557 20E5 8.223633 8.223633 0.000000
59 93 F8 27 C1 86 16 5F 01AE 2D82 11.376953 11.376953 0.000000
94 AC 37 D7 06 CC FF 2C 0077 07BC 1.933594 1.933594 0.000000
16 6E B3 3F 8A 00 AD AE 007C FB21 -1.217773 -1.217773 0.000000
31 0E 44 7E D2 A1 81 61 0390 0392 0.892578 0.892578 0.000000
8B 3E D1 5D 76 D6 BA 5F 0063 EFA6 -4.087891 -4.087891 0.000000
F0 9A 03 82 64 F2 9B 81 0769 4410 17.015625 17.015625 0.000000
07 55 79 FB FD 95 AE 58 010C B4F6 -18.759766 -18.759766 0.000000
24 5D 5C 24 98 9B 03 82 FEB5 BAC0 -17.312500 -17.312500 0.000000
91 D1 EB 20 9E 88 52 29 FA8C 3978 14.367188 14.367188 0.000000
83 B9 36 E3 9D 25 DF C0 FE40 249E 9.154297 9.154297 0.000000
B0 EA 0C 0B 07 92 8E 0F F9D7 FC68 -0.898438 -0.898438 0.000000
8B C9 49 19 FB 7C E6 FA FE28 DDCD -8.549805 -8.549805 0.000000
12 68 C8 19 4A E7 C7 9F 0353 015E 0.341797 0.341797 0.000000
31 71 67 B0 D4 B5 E6 6E 01EA AB8D -21.112305 -21.112305 0.000000
C8 46 17 47 6D E8 C3 AB FC3E C0C8 -15.804688 -15.804688 0.000000
5B 3E 18 55 65 E9 AD 9C 0055 F5AE -2.580078 -2.580078 0.000000
E9 51 3F 31 95 25 12 C6 00D3 0F79 3.868164 3.868164 0.000000
01 2A 01 23 08 12 CB 48 018C 0E2B 3.541992 3.541992 0.000000
B9 3A DA 38 22 D8 46 E4 F8FE D5FC -10.503906 -10.503906 0.000000
8F B1 FB 0A 95 CD FC 20 FA48 3A94 14.644531 14.644531 0.000000
B3 06 15 37 0C 59 83 65 F971 035D 0.840820 0.840820 0.000000
E0 3C 7A D6 84 FE 05 3A FDA6 058C 1.386719 1.386719 0.000000
F6 BF 73 D6 C1 EC A2 24 FB5B D2C3 -11.309570 -11.309570 0.000000
66 E4 B1 6F 39 D5 78 F0 F938 E8AA -5.833984 -5.833984 0.000000
4B AC 72 D3 78 57 4F 26 0432 274E 9.826172 9.826172 0.000000
C0 56 A4 0E A5 7E 4C FD 01DD 2777 9.866211 9.866211 0.000000
2A BC 9E 08 A6 19 E6 C7 FAEB EDAF -4.579102 -4.579102 0.000000
BC A8 A3 76 47 E4 25 13 0726 F93B -1.692383 -1.692383 0.000000
68 DA 7F 6C 33 5C F2 CF FECD EA3F -5.438477 -5.438477 0.000000
EA F6 7F D3 81 7A 7A D3 0392 4E27 19.538086 19.538086 0.000000
DF B6 C9 3B 22 34 C6 45 037B 0C6E 3.107422 3.107422 0.000000
47 69 1D 17 E7 62 AF 44 FB6D 199F 6.405273 6.405273 0.000000
C0 74 A0 16 95 A7 FB B6 01B0 EFA0 -4.093750 -4.093750 0.000000
C8 48 2D F0 2D 03 F7 6A 0794 F65F -2.407227 -2.407227 0.000000
6B 6B 6A B6 7A 9B 87 5A 0464 C10D -15.737305 -15.737305 0.000000
43 2D 73 32 69 B3 D1 40 FA63 FFB8 -0.070312 -0.070312 0.000000
94 E9 B9 3F CB 9B 88 6D 042B 5FB5 23.926758 23.926758 0.000000
F0 8E C7 08 3C 3C AA 90 0653 F781 -2.124023 -2.124023 0.000000
9C 11 F3 0B EF 3D 90 15 FC28 0D70 3.359375 3.359375 0.000000
74 B5 DA A0 98 07 68 AF FCA0 DA63 -9.403320 -9.403320 0.000000
BB DA DD 06 67 44 46 4F FDF9 D066 -11.900391 -11.900391 0.000000
94 B2 A7 26 29 D3 1C BA 0290 EADA -5.287109 -5.287109 0.000000
FB CE 2C 8D B8 3D 24 15 FD56 EF95 -4.104492 -4.104492 0.000000
8B AA 39 A9 7D DE F9 DC FA3D D735 -10.198242 -10.198242 0.000000
39 01 34 48 EA 95 A9 98 FBF8 C7BB -14.067383 -14.067383 0.000000
17 4C 7B 50 3E F9 93 D5 FDBA BF69 -16.147461 -16.147461 0.000000
1A 27 EC 84 FF 82 68 FC FBF2 E276 -7.384766 -7.384766 0.000000
89 71 C0 0E 37 5B 68 F3 0148 F52C -2.707031 -2.707031 0.000000
A6 6D A1 B0 2E C5 8B 16 0285 FDC5 -0.557617 -0.557617 0.000000
79 24 38 62 2C BB B2 FC 065A FEDA -0.287109 -0.287109 0.000000
5A 7C 85 DF 3A B0 FD 5A FFD6 E351 -7.170898 -7.170898 0.000000
F9 8B 84 76 DE 8F 8E 95 FD57 37D0 13.953125 13.953125 0.000000
BF BF D8 91 85 2E DC 88 F93C 4671 17.610352 17.610352 0.000000
38 DA A2 61 DC 90 D4 C6 FB09 FDF7 -0.508789 -0.508789 0.000000
69 09 CA 54 36 F2 EC 1D 0323 2687 9.631836 9.631836 0.000000
4C 81 DE 24 1F 2E 42 0C FEB9 EA07 -5.493164 -5.493164 0.000000
44 2C 94 B8 1C 8D B7 E0 FB58 16D0 5.703125 5.703125 0.000000
62 7F C2 7C 79 FF 02 72 FA5A 5EE9 23.727539 23.727539 0.000000
86 F8 DD 2F 54 77 86 E4 F94C D916 -9.728516 -9.728516 0.000000
2B AC 98 1C 62 1D 51 4A 03EF F211 -3.483398 -3.483398 0.000000
C6 8A 8A C7 F8 BC 5A AD 0501 0F28 3.789062 3.789062 0.000000
89 9A 50 FC 02 2E C6 D0 051B E079 -7.881836 -7.881836 0.000000
F9 CB 8D 0A 00 A0 02 E8 FDE1 0FEB 3.979492 3.979492 0.000000
34 03 06 DC B6 9E 64 44 04AD ED47 -4.680664 -4.680664 0.000000
50 3D 98 E7 ED BD 07 3E 0457 E58A -6.615234 -6.615234 0.000000
60 96 E2 7B D8 43 27 59 033F FEB2 -0.326172 -0.326172 0.000000
81 0F C1 69 8F 95 BA 5A 079B 6F89 27.883789 27.883789 0.000000
13 57 E7 5D 02 28 DB 59 F837 29E7 10.475586 10.475586 0.000000
EA 11 9D 08 3A 71 82 57 F87C 2E73 11.612305 11.612305 0.000000
95 49 A5 B6 E3 92 A6 E0 02EF 18EE 6.232422 6.232422 0.000000
C0 2F A4 46 10 C9 F6 52 0020 0C0B 3.010742 3.010742 0.000000
8A 2D C9 33 9F 59 0A 07 FE61 39FB 14.495117 14.495117 0.000000
A5 5C 18 41 22 53 98 43 0292 1B93 6.893555 6.893555 0.000000
E8 5B 55 5D 3F 08 DD 8E 07DE CFC5 -12.057617 -12.057617 0.000000
D1 A9 6B F4 78 A9 BE 7F 0211 E810 -5.984375 -5.984375 0.000000
12 95 92 D7 E1 E0 A8 5A 0776 2A0E 10.513672 10.513672 0.000000
E5 F4 A9 04 25 89 F8 35 0444 097D 2.372070 2.372070 0.000000
46 F6 F8 E1 ED F4 2A 22 0784 FD5C -0.660156 -0.660156 0.000000
D8 93 EC 6C 3F B9 7D 9B 028D E290 -7.359375 -7.359375 0.000000
F7 3C 8D 26 01 E6 50 42 0650 E60B -6.489258 -6.489258 0.000000
FC E2 7E D3 B2 54 10 B9 F9A4 055F 1.342773 1.342773 0.000000
78 00 F8 26 05 E5 4E 9F 0548 F6CA -2.302734 -2.302734 0.000000
17 B4 17 E5 C2 E4 18 BE FE84 0A60 2.593750 2.593750 0.000000
62 E0 69 46 36 7A 4B 45 06AE 3DBB 15.432617 15.432617 0.000000
36 13 EF B6 22 2C 24 D5 FB3C 0FB6 3.927734 3.927734 0.000000
1F 2E FF 2E F3 7E 77 F6 FBDC 0EAA 3.666016 3.666016 0.000000
39 DA F1 9A 6F 07 53 10 FB51 07C1 1.938477 1.938477 0.000000
E9 A0 F9 2A 28 C1 36 0A 04B5 18E7 6.225586 6.225586 0.000000
2B B1 71 61 66 DF 55 EF 0640 40A5 16.161133 16.161133 0.000000
B7 33 22 08 F2 84 2F 8E FBF4 E9EC -5.519531 -5.519531 0.000000
FC 4F CC 5F 56 39 DC 73 0763 499F 18.405273 18.405273 0.000000
EC 66 C8 79 D5 AD B4 FA FA0E EA22 -5.466797 -5.466797 0.000000
06 BB 3E A5 58 DA 9D DF 05EC 05FB 1.495117 1.495117 0.000000
CC FF 90 6C 3C 0F BD 36 0307 2AE0 10.718750 10.718750 0.000000
2F 98 6E 29 3F 7C B0 F3 050D B9C9 -17.553711 -17.553711 0.000000
72 93 72 0A 2F 90 11 33 01F7 5025 20.036133 20.036133 0.000000
0F 97 5E 84 35 BA C8 87 FF2F 450C 17.261719 17.261719 0.000000
B3 71 23 2D 38 2A 61 87 002C F9DC -1.535156 -1.535156 0.000000
8F 76 FB 03 72 83 0A 62 0697 9B9B -25.098633 -25.098633 0.000000
3F D6 B7 D1 91 96 EC BE F931 0116 0.271484 0.271484 0.000000
CD CC 92 F7 BC FA 7A 6D FE4A D4CD -10.799805 -10.799805 0.000000
93 ED AD 31 8F 3B 04 B5 0290 1EA5 7.661133 7.661133 0.000000
70 A2 03 25 47 08 1C 3E FDAB 2315 8.770508 8.770508 0.000000
0B 55 30 7B 5B 74 46 B6 FDD8 11D7 4.459961 4.459961 0.000000
00 11 67 49 5A 93 F7 C2 07CD EB43 -5.184570 -5.184570 0.000000
83 D6 AC C4 C0 A4 EC 72 FC94 16C4 5.691406 5.691406 0.000000
F1 56 1E 00 90 66 88 E7 07A9 226D 8.606445 8.606445 0.000000
E1 AF 58 DC 90 BE 1E EF FA1A 2940 10.312500 10.312500 0.000000
1E 17 FF D4 54 7E CA 98 FBF5 2335 8.801758 8.801758 0.000000
28 07 67 7E 83 FA DF 57 FAC5 049E 1.154297 1.154297 0.000000
BF D9 A3 3B B8 B3 10 5D 03EC 318E 12.388672 12.388672 0.000000
B3 A2 4A 8C 55 1A 25 E8 077A F9EF -1.516602 -1.516602 0.000000
2C 29 ED 89 A7 10 8D 35 0242 E56C -6.644531 -6.644531 0.000000
B4 77 2F 23 C6 89 60 18 FF0B EDDA -4.537109 -4.537109 0.000000
61 4F BC 79 60 56 8E 5E F93F 82DF -31.282227 32.717773 64.000000
42 EE FC 37 3C 9F 2D C5 F911 01FA 0.494141 0.494141 0.000000
1E 17 0A 9D BF 21 73 A5 001D 2325 8.786133 8.786133 0.000000
7E 44 00 1E 79 D8 15 35 03CB 3AEF 14.733398 14.733398 0.000000
34 21 28 42 79 19 4D 0A F936 239F 8.905273 8.905273 0.000000
43 05 C9 99 35 09 3D B3 00B4 20A0 8.156250 8.156250 0.000000
FC E5 5F 99 9D DF 48 EB 0415 2C47 11.069336 11.069336 0.000000
44 5C 0F BF 8A 6B F7 69 FACB E6B7 -6.321289 -6.321289 0.000000
D4 09 AA FA 88 B9 E6 11 FE93 190A 6.259766 6.259766 0.000000
64 C2 CD 54 6E CB 52 49 0010 3F7C 15.871094 15.871094 0.000000
7E FB 40 15 C4 52 C4 74 06A9 E20B -7.489258 -7.489258 0.000000
63 BA 58 2E 47 7B A2 98 FC61 C334 -15.199219 -15.199219 0.000000
CE F4 DE 1A E6 02 73 6B 0333 03C7 0.944336 0.944336 0.000000
3E 74 21 00 DE 0A 92 0F 0268 F086 -3.869141 -3.869141 0.000000
5A 55 D2 4F 0B C3 15 BC FC07 D2E2 -11.279297 -11.279297 0.000000
95 A5 5F 25 19 A5 6B D0 0061 370C 13.761719 13.761719 0.000000
29 69 84 C1 D4 A0 65 73 05FA 8A55 -29.416992 -29.416992 0.000000
59 F4 53 8D 30 CD 97 86 0428 2BFF 10.999023 10.999023 0.000000
7B 91 73 B5 75 C2 4E 9A 0337 973C -26.191406 37.808594 64.000000
A9 D0 BB 2E 30 23 92 73 F9A3 1513 5.268555 5.268555 0.000000
