a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
75 F5 B8 3D 13 23 43 27 FE01 FBA2 -1.091797 -1.091797 0.000000
8A 61 D4 FB 6F C5 9B FD FEBB C6A1 -14.342773 -14.342773 0.000000
8B 3B EF CC 05 2B 89 A3 0205 2470 9.109375 9.109375 0.000000
00 00 37 C9 B6 8C 56 34 008D 07DB 1.963867 1.963867 0.000000
AA 9C 76 E3 34 2D 45 BF 001D 043C 1.058594 1.058594 0.000000
DF DA 46 EE 2E C5 50 1B F9C0 108E 4.138672 4.138672 0.000000
C0 7B 3D B6 25 F3 64 34 FAFF F44C -2.925781 -2.925781 0.000000
9E 2F 8C 47 B1 69 7F D5 F952 E55E -6.658203 -6.658203 0.000000
FC 2B F4 AC 47 CE C5 71 00EF D51D -10.721680 -10.721680 0.000000
58 0B FF A7 28 FB 3A E4 FF4B 1656 5.583984 5.583984 0.000000
0F 13 4F 2E 68 12 E2 4C FF2E 0B02 2.751953 2.751953 0.000000
6F 91 0A 38 85 5A B1 0E F993 9D32 -24.701172 -24.701172 0.000000
19 EC 92 88 49 E1 91 38 0465 2364 8.847656 8.847656 0.000000
6E 41 AD 38 76 3F 41 6A FEEA 43BA 16.931641 16.931641 0.000000
85 43 70 82 A9 D2 04 1E 0286 1345 4.817383 4.817383 0.000000
C1 CF 0D BB 1D 5D B4 63 00BE C943 -13.684570 -13.684570 0.000000
04 CA 04 F9 00 21 29 35 FE99 F6D4 -2.292969 -2.292969 0.000000
3C E4 54 93 72 75 29 ED 0063 23DA 8.962891 8.962891 0.000000
DF B1 7D 21 49 5D CD CB F80C B234 -19.449219 -19.449219 0.000000
38 E3 66 F7 94 0C 84 3B FE89 B212 -19.482422 -19.482422 0.000000
9A C1 8A 74 DB 3E C4 7A 04AB 5717 21.772461 21.772461 0.000000
E5 83 5F D1 DB 22 C1 4B 0285 D0AC -11.832031 -11.832031 0.000000
9A C6 34 DC D3 A6 41 12 0193 3291 12.641602 12.641602 0.000000
65 25 60 EA D9 8C E2 E1 0760 DEA3 -8.340820 -8.340820 0.000000
12 25 07 DA 59 1C DB 0F FBC3 02D4 0.707031 0.707031 0.000000
CC E1 B6 9D 61 39 E3 91 01FA 1AAE 6.669922 6.669922 0.000000
BA 8A 6A 17 15 C1 16 CB F878 141D 5.028320 5.028320 0.000000
4B 4C EA 9D 09 89 37 6C FBCD AC9E -20.845703 -20.845703 0.000000
8F 55 A2 E0 20 86 CD 20 FBAD D3C5 -11.057617 -11.057617 0.000000
BE 6D C1 F9 7F DC A0 10 0102 E820 -5.968750 -5.968750 0.000000
28 0D D2 27 F1 A2 9B 04 07DD 1381 4.875977 4.875977 0.000000
DD AD 3A 87 17 86 BD 45 FB94 F032 -3.951172 -3.951172 0.000000
61 D5 40 C6 C0 E0 97 D2 F85F D5AB -10.583008 -10.583008 0.000000
D7 62 7D B1 83 D6 24 61 FAD0 F266 -3.400391 -3.400391 0.000000
00 F8 47 6F C5 A8 7A EE FF0B 1BD3 6.956055 6.956055 0.000000
3F 27 06 02 78 B2 A8 46 FA7F 0AA1 2.657227 2.657227 0.000000
56 BC 88 98 9F 7E 9F 90 FB66 1450 5.078125 5.078125 0.000000
A6 58 C6 9F 42 FD 10 32 FCA8 CDDA -12.537109 -12.537109 0.000000
2D 31 F1 11 95 14 67 67 003D F210 -3.484375 -3.484375 0.000000
AC F1 C2 B4 28 8D 6A 70 0001 BEB2 -16.326172 -16.326172 0.000000
52 A1 09 1A 0F 7D 52 37 FC43 DB26 -9.212891 -9.212891 0.000000
1D F8 A4 55 52 CC 78 68 F918 FB6A -1.146484 -1.146484 0.000000
B1 D8 95 77 A8 8B AB DF 0634 47D4 17.957031 17.957031 0.000000
30 24 AA 0E F3 A6 6A C6 F8A3 C2C3 -15.309570 -15.309570 0.000000
08 31 4D DF D5 26 9D A3 018B F5AF -2.579102 -2.579102 0.000000
DD E7 46 37 96 76 AA 60 FD8A FD9E -0.595703 -0.595703 0.000000
92 36 61 A1 C1 A5 31 13 0007 136B 4.854492 4.854492 0.000000
CE DF 01 EB 4A 78 1B 99 FC2D E6CF -6.297852 -6.297852 0.000000
AD EF 0D DB 6B 34 FA 23 01B6 D634 -10.449219 -10.449219 0.000000
C8 0F 05 9E CC EB FE 23 FEA4 FB59 -1.163086 -1.163086 0.000000
95 9C 3B 0E 2B 0C 21 83 05EE F00A -3.990234 -3.990234 0.000000
15 A0 4A 08 84 9F FB EA 03E1 1BF3 6.987305 6.987305 0.000000
03 62 D7 94 BB 60 8D 17 FC0C 28B4 10.175781 10.175781 0.000000
50 75 83 64 34 17 12 BE 0555 FD86 -0.619141 -0.619141 0.000000
EF 6F 49 40 E1 BE 65 29 FF9C 0C1A 3.025391 3.025391 0.000000
70 C2 52 9E B2 63 EE F3 008D C5A9 -14.584961 -14.584961 0.000000
A3 98 60 1E FD E5 FE CC 0670 0BA7 2.913086 2.913086 0.000000
2B 39 A5 D3 5A 0A 4F 57 0156 E74E -6.173828 -6.173828 0.000000
7C 06 19 12 83 68 06 63 0597 D307 -11.243164 -11.243164 0.000000
62 21 76 E9 54 60 58 12 F905 4C7F 19.124023 19.124023 0.000000
0F 59 36 28 40 1A 16 CB 071F 1045 4.067383 4.067383 0.000000
68 E8 45 56 35 F7 5B 61 FCBA 4C37 19.053711 19.053711 0.000000
CD 7E 88 76 04 A7 6A DB FDC2 8E6A -28.396484 -28.396484 0.000000
11 9E ED 49 1A 0C 75 01 F829 ECE5 -4.776367 -4.776367 0.000000
28 D3 7B 21 77 9A 11 E7 FB6A 24E2 9.220703 9.220703 0.000000
09 A3 48 38 77 94 09 CB FDED 2048 8.070312 8.070312 0.000000
E5 7C B4 46 35 9E 08 1A FDBE CD6B -12.645508 -12.645508 0.000000
F2 32 88 E4 4B D8 40 D3 051A E01C -7.972656 -7.972656 0.000000
DF 3A DB 5C A1 05 93 A3 FDC0 F976 -1.634766 -1.634766 0.000000
DA 7F F7 E9 56 FA 5B C3 0208 F492 -2.857422 -2.857422 0.000000
F6 72 3C 24 1A 7F 42 DD F950 3B66 14.849609 14.849609 0.000000
07 91 AA 88 BB B1 ED 19 0457 1F5F 7.842773 7.842773 0.000000
43 30 FF 75 55 BC 64 07 FC65 08B3 2.174805 2.174805 0.000000
FE B9 AE 53 F5 FB 01 A1 05C1 E81B -5.973633 -5.973633 0.000000
40 9E 6B 0E 2B 7C 06 49 0330 E4F8 -6.757812 -6.757812 0.000000
B7 13 AF F0 EA 0B DC 1D FF52 0FFD 3.997070 3.997070 0.000000
23 AC 61 D5 AB DD 6D 2D 040C 25A7 9.413086 9.413086 0.000000
8B 6E D7 FC 8C 69 3B 95 005A 5AB5 22.676758 22.676758 0.000000
C8 94 FA 23 7F 24 CF B9 FF86 CBFF -13.000977 -13.000977 0.000000
D3 D9 89 90 78 FF C1 C5 0797 29BF 10.436523 10.436523 0.000000
A7 F6 C2 83 67 30 CE 27 0009 D36B -11.145508 -11.145508 0.000000
15 83 E2 7C EA FA 84 D3 FB32 F50E -2.736328 -2.736328 0.000000
49 E6 EA F5 CD 0B E4 F6 FE51 F17E -3.626953 -3.626953 0.000000
FB 4F E9 ED A5 D7 F6 7D FE97 EB56 -5.166016 -5.166016 0.000000
D9 EC 3D 27 ED 40 A7 52 045E F98C -1.613281 -1.613281 0.000000
67 2F 43 47 18 03 DA CF 00C7 F373 -3.137695 -3.137695 0.000000
F7 13 E0 0D 97 BD 12 51 FAA1 FB36 -1.197266 -1.197266 0.000000
0C 1B 9D BE 7D AF 01 15 05E5 FD69 -0.647461 -0.647461 0.000000
1A AF AA 72 C4 17 07 4D 046A 16FB 5.745117 5.745117 0.000000
50 CA 1B 2B 41 B7 3C 32 FF89 31F9 12.493164 12.493164 0.000000
7A 1A 57 DC D5 D0 5B 5F FD0B F53E -2.689453 -2.689453 0.000000
AB F2 FD 9E D6 E8 E9 D5 FA91 1A8E 6.638672 6.638672 0.000000
DB 46 0C F8 79 04 D7 FD FE14 EBDB -5.036133 -5.036133 0.000000
F9 AB A0 9C C8 2D E4 B6 060C 200B 8.010742 8.010742 0.000000
3E 67 7F 62 00 A0 F6 AD F8D4 AD78 -20.632812 -20.632812 0.000000
B2 FC 7A 2F B5 22 5B 71 06FF 5D6E 23.357422 23.357422 0.000000
6E 31 86 99 C8 89 9A A0 FCC3 2528 9.289062 9.289062 0.000000
4A 1D 49 B5 8C EA 83 3B F9F8 A104 -23.746094 -23.746094 0.000000
5F FD 24 AF CA 55 CE 2E F97F CEE0 -12.281250 -12.281250 0.000000
09 08 B8 96 39 95 9E 2A 02C0 0B95 2.895508 2.895508 0.000000
B4 F6 08 18 00 DA D8 3D 032D 0921 2.282227 2.282227 0.000000
2A 7A F4 28 D7 93 28 09 F8A7 BD83 -16.622070 -16.622070 0.000000
1D 0A 48 1E EA 07 AC 3F 00C8 EE52 -4.419922 -4.419922 0.000000
43 4D DD 3F 8D 88 DF CF 07E6 BE29 -16.459961 -16.459961 0.000000
79 E8 B8 7A 9F 93 49 1D 02D8 D881 -9.874023 -9.874023 0.000000
03 2E 2A 8F 68 63 5B 92 0688 5906 22.255859 22.255859 0.000000
4F FE BC 78 04 F4 B2 C9 025B FE9F -0.344727 -0.344727 0.000000
B4 B8 7F DC 45 1D 0A D1 FF78 EE66 -4.400391 -4.400391 0.000000
FE E5 B8 06 95 1E 28 20 04D9 F805 -1.995117 -1.995117 0.000000
D9 EC 1F 7C 93 CA 36 C4 04BE 030B 0.760742 0.760742 0.000000
FC 85 DE 52 DA A9 4F 3D 01E4 3555 13.333008 13.333008 0.000000
74 C6 E7 F1 74 36 F1 FE FCC0 26A9 9.665039 9.665039 0.000000
66 4C F7 FC 27 FA 68 3B FB7E 04AC 1.167969 1.167969 0.000000
84 26 DA F2 27 AF 6D F0 051F D6E7 -10.274414 -10.274414 0.000000
90 EE 51 8C 00 03 D6 86 0642 300A 12.009766 12.009766 0.000000
DA B4 5A 53 6C 27 51 AF F972 E00D -7.987305 -7.987305 0.000000
C7 A5 3F 00 8B E8 33 D3 FD80 2CA2 11.158203 11.158203 0.000000
CF 6A 14 19 FC D2 02 41 053E F977 -1.633789 -1.633789 0.000000
D9 74 05 57 B6 8C 39 98 FAAF AF2A -20.208984 -20.208984 0.000000
FE C0 F4 94 25 19 2E 5B 06AE D798 -10.101562 -10.101562 0.000000
CB E2 E2 22 82 BE 78 5E 05A8 25E6 9.474609 9.474609 0.000000
C4 29 6D C9 40 28 98 43 FA1A B6D5 -18.291992 -18.291992 0.000000
73 ED 6A 66 43 B2 4E E3 F978 3219 12.524414 12.524414 0.000000
08 DB 69 51 3D C9 5F BF FF2A 1B6B 6.854492 6.854492 0.000000
4A D6 CB D1 90 35 2A 23 FFF9 C7C8 -14.054688 -14.054688 0.000000
28 FC F4 2C A0 88 32 DF 0547 F023 -3.965820 -3.965820 0.000000
EA 9E 5A BC B5 E4 C0 A3 0343 16A1 5.657227 5.657227 0.000000
49 7B C6 4B 2B 21 BA 7E 0429 550D 21.262695 21.262695 0.000000
DE 31 99 4C 57 2C 88 2E F86B 3339 12.805664 12.805664 0.000000
3B 93 9F 4B 09 DD 26 63 FF5F 1EF4 7.738281 7.738281 0.000000
E9 11 0A B3 F8 D4 BD 66 FEE8 DB68 -9.148438 -9.148438 0.000000
E6 21 FD 87 01 89 92 7B 03B2 BB68 -17.148438 -17.148438 0.000000
BC 24 7F A5 24 70 42 85 0081 5328 20.789062 20.789062 0.000000
2A 2F CE 3E 30 EF 8E EC 00DB 1708 5.757812 5.757812 0.000000
CF 36 29 BA 5D 31 C0 C6 FC56 FA7B -1.379883 -1.379883 0.000000
EC FC 83 C7 9B 6C 28 7D 044D DB24 -9.214844 -9.214844 0.000000
85 A1 7F D4 08 93 C8 4F F907 F446 -2.931641 -2.931641 0.000000
51 06 09 DF 38 64 BD 88 01DB 2308 8.757812 8.757812 0.000000
51 4C F6 9A 73 1A 45 1A F85A 1767 5.850586 5.850586 0.000000
0F EB 89 93 2C AF A3 1A F8ED 224F 8.577148 8.577148 0.000000
37 1D 88 0E 6C CB 0D E5 0312 0CB3 3.174805 3.174805 0.000000
68 55 99 52 8B A9 1A CF FE21 978E -26.111328 -26.111328 0.000000
A1 4B 9F 63 EA 87 AA 63 05DC 3172 12.361328 12.361328 0.000000
AC 1F 07 B9 F5 08 F3 8D FE53 2271 8.610352 8.610352 0.000000
1E 83 67 8A 79 1B 14 95 006F 3ACC 14.699219 14.699219 0.000000
09 2A 8C A2 D5 9B 51 E5 01A3 D4C4 -10.808594 -10.808594 0.000000
A5 A0 23 54 8A A7 F3 70 04AD 72F8 28.742188 28.742188 0.000000
AD F7 02 4C D5 50 28 AE FA89 EDA2 -4.591797 -4.591797 0.000000
4F B0 3F F0 FC 8C 14 A7 FE8F 2C0F 11.014648 11.014648 0.000000
EB 4A 4D 53 37 08 8B D5 03DC D087 -11.868164 -11.868164 0.000000
32 F4 F6 AF 04 17 07 A0 FB7E 194C 6.324219 6.324219 0.000000
E6 1F C5 5E B3 7F 52 89 0394 DC2F -8.954102 -8.954102 0.000000
EF B0 DF 50 BE 7C 14 35 FA90 E62E -6.455078 -6.455078 0.000000
BF E2 03 29 36 A3 6A 94 FE1E EB40 -5.187500 -5.187500 0.000000
13 03 AC AC 0A 08 F8 36 FB15 ECD3 -4.793945 -4.793945 0.000000
08 6F 8D 8A 03 C1 7E 21 03A8 A09F -23.844727 -23.844727 0.000000
9F F1 CF 9A 10 61 21 41 FF6B D375 -11.135742 -11.135742 0.000000
78 CC 69 FC A1 34 9B DE FF5F 9F62 -24.154297 -24.154297 0.000000
1B D2 2C 82 4D 0B CA 97 036F 33FA 12.994141 12.994141 0.000000
15 19 18 44 43 9B E2 61 05A5 183B 6.057617 6.057617 0.000000
8F E2 16 7C 09 FF A3 6C 06D2 2F49 11.821289 11.821289 0.000000
CA F5 C9 0C 27 B6 19 76 FEB3 F9D0 -1.546875 -1.546875 0.000000
24 E1 4B 5B 53 71 B4 09 04FA EFE6 -4.025391 -4.025391 0.000000
AF F7 F2 72 2F D6 32 25 FBE9 FC42 -0.935547 -0.935547 0.000000
43 5D FF 35 C8 93 C9 15 FFAA CDF9 -12.506836 -12.506836 0.000000
2C 79 7B 22 06 1D C6 AD FAC8 E2A1 -7.342773 -7.342773 0.000000
45 06 E1 CA 42 3A CC 8A FD02 2F58 11.835938 11.835938 0.000000
5B 5D D8 AB FC 45 C7 85 FDD0 4734 17.800781 17.800781 0.000000
61 3C 05 9A 89 E8 84 41 FCC6 ADBD -20.565430 -20.565430 0.000000
C9 24 12 11 46 AC 58 3A F8E2 E812 -5.982422 -5.982422 0.000000
E8 5F 6F 8A E2 84 01 BA FE7C F3FB -3.004883 -3.004883 0.000000
95 6C 8E DE B9 34 68 2F F860 F76F -2.141602 -2.141602 0.000000
60 10 D2 56 B0 67 B9 5B 0647 1A0B 6.510742 6.510742 0.000000
9A DE 49 ED 2C C9 5B F6 06DB 1752 5.830078 5.830078 0.000000
C0 00 0C 53 0E E5 82 E8 011E EFEE -4.017578 -4.017578 0.000000
6F B7 6B 64 EB 96 1E 79 024E 533B 20.807617 20.807617 0.000000
A3 E5 D0 56 BD 6F 65 FA FA00 F1AE -3.580078 -3.580078 0.000000
96 DF 23 8C 6D 3A BB B7 FC4B DF54 -8.167969 -8.167969 0.000000
BF CB 98 58 CA 82 7C C7 FDB4 DF88 -8.117188 -8.117188 0.000000
3C 0E EC 5B C5 96 D1 B4 FD20 D228 -11.460938 -11.460938 0.000000
BB B9 C1 F7 1D 6E 99 1D F84B EA4C -5.425781 -5.425781 0.000000
11 86 47 F1 40 F1 2D 3C FFD7 1434 5.050781 5.050781 0.000000
8F 9C F2 C6 A8 0F 75 D7 FC86 2066 8.099609 8.099609 0.000000
A3 D7 F1 DC D3 7B 8F EA FB6A 01C7 0.444336 0.444336 0.000000
B7 81 21 EC 8C 5F 91 0E 0626 E8B2 -5.826172 -5.826172 0.000000
93 7D AE 5E A7 7F F0 5F F8E2 84CC -30.800781 33.199219 64.000000
06 B5 74 30 E0 87 D5 A7 0597 041E 1.029297 1.029297 0.000000
01 2C 2E D2 3C C4 87 C2 FE02 E954 -5.667969 -5.667969 0.000000
D9 00 B4 97 BF 79 D8 9C FB8D 3A58 14.585938 14.585938 0.000000
CA 73 C0 2D CC 81 30 11 0183 CA6B -13.395508 -13.395508 0.000000
4A 74 6A A9 CA B2 33 6A FD67 BB8B -17.114258 -17.114258 0.000000
89 45 89 11 4A 87 73 B9 F9B6 7C87 31.131836 -32.868164 64.000000
C6 90 C0 95 49 BB 47 EF 02A6 05A7 1.413086 1.413086 0.000000
65 20 84 D8 51 CE 11 CF 05DC 1EFD 7.747070 7.747070 0.000000
5A F2 02 05 8D 3C 7F 50 0471 DB49 -9.178711 -9.178711 0.000000
69 F3 A6 9B DD 3D DB EC FF43 02B5 0.676758 0.676758 0.000000
A4 33 39 21 B3 53 12 C6 F88F 214C 8.324219 8.324219 0.000000
8B 53 41 1B 79 B9 FA 5A 025E BC04 -16.996094 -16.996094 0.000000
12 DB 73 14 FA 5E 49 B9 0244 0F81 3.875977 3.875977 0.000000
3E E5 65 21 E3 DC F7 99 04B2 F0A4 -3.839844 -3.839844 0.000000
EB 14 3A 6D A4 A5 3E C3 04F4 F977 -1.633789 -1.633789 0.000000
C0 5C C2 13 0A C5 B1 60 F8AE FB3C -1.191406 -1.191406 0.000000
3D A1 66 7A 09 1E 88 77 F8BA F8A3 -1.840820 -1.840820 0.000000
5B 7A 2E F7 24 C3 69 66 F8B3 F7B5 -2.073242 -2.073242 0.000000
44 63 07 E1 2E 7F 36 33 0048 38EA 14.228516 14.228516 0.000000
FE 89 DB 8B EA ED B4 F2 FA98 14FB 5.245117 5.245117 0.000000
FD 85 B2 62 FC 08 61 6A F9C5 00FF 0.249023 0.249023 0.000000
A9 51 CB 35 AB 75 7D 44 0531 3B4C 14.824219 14.824219 0.000000
6C 9F 9D AC 8F 5D 43 27 FB8C 81EE -31.517578 -31.517578 0.000000
EC 00 50 5C 10 4C 52 14 0404 2394 8.894531 8.894531 0.000000
00 6A DB EA 83 8E 46 1B FFD0 C42C -14.957031 -14.957031 0.000000
28 D4 C4 0F B6 C4 83 1E 0452 2220 8.531250 8.531250 0.000000
18 63 CD CB 07 BC 57 94 01A1 ED04 -4.746094 -4.746094 0.000000
45 C6 AF AD A9 1C EE BC FC1F FA12 -1.482422 -1.482422 0.000000
AB F0 52 B2 B2 CB 7E 2C FC9E 34C8 13.195312 13.195312 0.000000
41 52 29 79 78 B9 C6 1D FD75 099A 2.400391 2.400391 0.000000
43 06 DF 37 AE A3 68 CF 0544 D5B1 -10.577148 -10.577148 0.000000
CF 1A E0 21 23 1D 87 AA 0006 004F 0.077148 0.077148 0.000000
3F 6C 68 B9 BB 3F 46 77 F88E FD96 -0.603516 -0.603516 0.000000
1E 52 8B 34 92 0B F1 8B 0548 EB01 -5.249023 -5.249023 0.000000
01 D0 46 3E 06 8E 14 F0 0626 1D24 7.285156 7.285156 0.000000
A3 CB CC BB 9E 27 DC FC 0572 295D 10.340820 10.340820 0.000000
F0 7D 58 A3 2A B6 31 E7 FBD8 EF03 -4.247070 -4.247070 0.000000
81 8B 78 8E 0D D8 FC 38 FD7F EE84 -4.371094 -4.371094 0.000000
35 26 4F CB 20 08 FC 9D 04A4 1FB7 7.928711 7.928711 0.000000
21 7A 19 87 8C 62 53 C3 011F 45CF 17.452148 17.452148 0.000000
6C 48 B8 93 12 A8 50 81 FE35 0CA0 3.156250 3.156250 0.000000
22 64 92 5B CC 2E 10 D2 00F8 F4CE -2.798828 -2.798828 0.000000
F2 B9 FD 00 15 BD 92 3C F9E1 0C9A 3.150391 3.150391 0.000000
25 9F E6 97 BA 8B AF 0E 07F0 2CA3 11.159180 11.159180 0.000000
41 E7 C7 4B DC 7E 29 1B F82B E181 -7.624023 -7.624023 0.000000
C7 49 FB 1E 4E F0 2D BF 0530 E6C3 -6.309570 -6.309570 0.000000
06 64 0E C5 8F AC 16 E7 F90B DC8C -8.863281 -8.863281 0.000000
52 B5 6F DA 1D 8D 2E E6 F896 3B5F 14.842773 14.842773 0.000000
E0 E8 2F 65 79 B4 CD 47 07AE 1254 4.582031 4.582031 0.000000
7D AC 5A BB 11 73 1A 18 03E8 E925 -5.713867 -5.713867 0.000000
02 42 57 E7 F6 50 F1 2F 0051 0B2D 2.793945 2.793945 0.000000
99 35 23 2C FD 0D 49 04 FE6F 0D00 3.250000 3.250000 0.000000
BF DF 10 FF 0E 01 A4 0A 001B F6A2 -2.341797 -2.341797 0.000000
86 73 16 B8 F8 85 7D F8 07C3 E150 -7.671875 -7.671875 0.000000
CC DE 3B 55 05 53 C5 53 000D 01F9 0.493164 0.493164 0.000000
0C FC 78 14 E9 78 25 4D 008D 14F5 5.239258 5.239258 0.000000
85 B6 B3 29 F8 5E 70 82 F8A3 AB71 -21.139648 -21.139648 0.000000
3B 7F FC C2 89 83 BE 93 059A C798 -14.101562 -14.101562 0.000000
66 5B 62 D7 85 F2 FC FD FED2 C7C9 -14.053711 -14.053711 0.000000
CF 94 77 75 C4 99 93 60 04E5 350A 13.259766 13.259766 0.000000
31 F5 6A 23 FB 5D E2 AF FB01 DE8E -8.361328 -8.361328 0.000000
89 B8 C8 B2 C4 B3 56 B8 0368 3814 14.019531 14.019531 0.000000
4B 34 05 82 63 1D 83 3B 06EF 0A59 2.586914 2.586914 0.000000
CE C5 39 EB 9D 0E 19 D8 0293 1B88 6.882812 6.882812 0.000000
E4 26 B3 F0 45 A0 F7 4B 07B8 EFF1 -4.014648 -4.014648 0.000000
8F 51 DB 78 71 24 3E 13 FDED D762 -10.154297 -10.154297 0.000000
32 CF 63 60 D0 2B 95 1F FB78 CC1C -12.972656 -12.972656 0.000000
BF 8D D7 70 0A D6 97 0A 05DF 2B64 10.847656 10.847656 0.000000
E6 49 E5 BC 00 8F 9B 1B 049D E7DF -6.032227 -6.032227 0.000000
8E 04 38 44 54 19 76 E0 004B EC97 -4.852539 -4.852539 0.000000
4E 7E 49 1C 6C 48 40 78 FC78 6030 24.046875 24.046875 0.000000
1C BE 85 7B F0 7C 8C 1B 0304 2601 9.500977 9.500977 0.000000
79 FC 6E 14 66 61 99 BF 0186 FEE2 -0.279297 -0.279297 0.000000
6A 08 25 38 6C 04 A7 29 0367 2C5A 11.087891 11.087891 0.000000
82 EA AD AC 1A 65 67 41 FC34 B001 -19.999023 -19.999023 0.000000
60 BE 07 01 46 69 3A AA FA61 FACF -1.297852 -1.297852 0.000000
81 2D FE 46 74 DF 66 DD 0255 B89E -17.845703 -17.845703 0.000000
BC D4 13 EE F6 B7 CC F6 FDA5 09B1 2.422852 2.422852 0.000000
02 B6 91 09 3D 3B 61 A7 F985 BBC1 -17.061523 -17.061523 0.000000
23 5A 71 8F 01 07 38 3B 047F 05C5 1.442383 1.442383 0.000000
11 75 BC 68 08 86 1B A9 FB1E 9960 -25.656250 -25.656250 0.000000
02 15 A5 F4 E7 D3 C6 4D FDD4 0AF3 2.737305 2.737305 0.000000
E3 DE 5F D1 19 DD 5D 9E FA2D 307F 12.124023 12.124023 0.000000
EB 1C 0B 18 D9 04 36 60 FDDC 0CD1 3.204102 3.204102 0.000000
6A B4 3E 50 06 2D 5F AA FD10 EE52 -4.419922 -4.419922 0.000000
AC E2 E8 C6 C2 E0 C3 B9 FAFA 28E0 10.218750 10.218750 0.000000
AD 9E FE 6A F7 8F CB F0 068F 2E86 11.630859 11.630859 0.000000
84 4D 5B 64 9C 32 C1 0D 04C4 32ED 12.731445 12.731445 0.000000
AF C4 CF 2A 7D 83 F7 90 03CD E8E5 -5.776367 -5.776367 0.000000
2F 7B B7 E7 4F 28 2A 19 F879 0BC7 2.944336 2.944336 0.000000
58 90 D8 E8 07 6E 31 6D 033C C3A4 -15.089844 -15.089844 0.000000
E4 6C 6D CC 54 E3 2F 36 0352 F6F1 -2.264648 -2.264648 0.000000
0C 5A 8C E1 08 94 21 EC F91D C6FD -14.252930 -14.252930 0.000000
65 11 4D E5 91 22 BC 04 05A6 C73D -14.190430 -14.190430 0.000000
69 31 2A C5 18 87 82 D6 FF20 E6D1 -6.295898 -6.295898 0.000000
33 D1 AA 29 A3 9D 53 FA 034D E61B -6.473633 -6.473633 0.000000
AB E2 36 09 8D B8 47 E1 FA13 3695 13.645508 13.645508 0.000000
90 A3 1A 96 41 63 3E 49 FF1B A6C6 -22.306641 -22.306641 0.000000
44 BD 14 D0 3E 38 39 7E 0132 EFD6 -4.041016 -4.041016 0.000000
04 37 21 BC 9C 5E 4A BC F89D 26D9 9.711914 9.711914 0.000000
AD 59 73 BA 57 73 25 1C 0092 154F 5.327148 5.327148 0.000000
6F 66 5E E2 72 4C 19 67 056C 523E 20.560547 20.560547 0.000000
6E 7E BD 83 9B 56 A8 1E FF60 06B0 1.671875 1.671875 0.000000
EC 57 AA 1F 21 86 88 F3 FE74 F927 -1.711914 -1.711914 0.000000
C6 18 F8 62 0B 9F AB 33 FD1F 07B7 1.928711 1.928711 0.000000
25 14 A7 D2 2F C1 8B 9C F8EB 356F 13.358398 13.358398 0.000000
03 B0 76 94 74 42 0B B3 0753 199D 6.403320 6.403320 0.000000
A7 EC 0D D6 73 52 86 46 063D C62C -14.457031 -14.457031 0.000000
69 BB 69 E5 57 7B EF 61 FB16 EC6A -4.896484 -4.896484 0.000000
06 1F 0B F9 62 E2 F7 B5 015D 01B1 0.422852 0.422852 0.000000
97 69 71 72 51 18 76 83 00F0 E5FB -6.504883 -6.504883 0.000000
08 5E 24 23 1E 67 EB 86 0418 1738 5.804688 5.804688 0.000000
EB 8D 38 E9 95 C2 D4 A0 00DD 247E 9.123047 9.123047 0.000000
55 6D D9 6E FE 0F CF AE F9F3 E3E7 -7.024414 -7.024414 0.000000
25 89 88 D8 E5 68 9F FC 01A7 FB80 -1.125000 -1.125000 0.000000
47 00 78 29 65 F7 77 CE 03FC 4FC5 19.942383 19.942383 0.000000
87 E7 41 3C AE CA 22 B3 FF8A 2228 8.539062 8.539062 0.000000
28 EC 0A 12 0E AA C4 5A 000F 0CF3 3.237305 3.237305 0.000000
CF EA 2A 08 17 3C 76 1A FEE6 0983 2.377930 2.377930 0.000000
D3 39 66 A6 7A 37 48 EA FDBC 18F5 6.239258 6.239258 0.000000
DF E9 8C 6C 7B 0E 11 AB 0379 C6CC -14.300781 -14.300781 0.000000
F4 CB 28 E8 83 45 9F 53 04EE E591 -6.608398 -6.608398 0.000000
0F D5 8D DA 48 8A 93 10 FB4B 41EC 16.480469 16.480469 0.000000
0A 36 C5 00 38 AE 58 66 FD88 DA24 -9.464844 -9.464844 0.000000
1B 6F 06 EA B6 AE 77 3A FEE6 D158 -11.664062 -11.664062 0.000000
12 E5 C3 B3 8A D5 B9 C0 F806 186E 6.107422 6.107422 0.000000
4B 0D B4 47 C7 B2 32 0E FB35 DB96 -9.103516 -9.103516 0.000000
EF 1E EC 17 76 1F BB 59 FC1B 054A 1.322266 1.322266 0.000000
77 F6 26 73 52 BA 6A 68 FE19 6567 25.350586 25.350586 0.000000
E5 22 97 24 D8 8C 8C C8 F9BA 163E 5.560547 5.560547 0.000000
09 D1 B5 FD 59 8E 41 DA FDEF 0365 0.848633 0.848633 0.000000
46 C0 7B 12 86 A1 4A A6 0251 15EF 5.483398 5.483398 0.000000
D3 79 3D D6 A6 94 78 CD 0539 06F5 1.739258 1.739258 0.000000
23 A6 FC D9 A9 56 32 DD FFED DA59 -9.413086 -9.413086 0.000000
6F DC 10 AB 0E 2B 93 2C FC93 E72D -6.206055 -6.206055 0.000000
AE B0 67 1D 49 FF 18 40 FE7B F851 -1.920898 -1.920898 0.000000
